nationality,sport,age,male,height,weight,won_any,won_gold,total_medals
CHN,athletics,27,0,175,105,0,0,0
CHN,weightlifting,23,1,162,62,0,0,0
CHN,aquatics,26,1,188,87,0,0,0
GRE,athletics,26,1,185,80,0,0,0
MDA,athletics,27,0,170,52,0,0,0
ESA,shooting,29,0,164,63,0,0,0
NED,sailing,24,0,164,57,0,0,0
ESP,volleyball,29,0,178,75,0,0,0
MEX,aquatics,25,0,180,70,0,0,0
ANG,athletics,19,0,166,57,0,0,0
HUN,aquatics,19,0,175,62,0,0,0
ANG,handball,20,0,180,93,0,0,0
IND,hockey,22,0,158,52,0,0,0
ARM,athletics,23,0,164,55,0,0,0
INA,badminton,30,0,169,62,1,1,1
USA,aquatics,19,0,176,70,1,1,2
EST,athletics,30,0,163,48,0,0,0
GBR,hockey,21,0,170,70,1,1,1
USA,table tennis,20,0,166,58,0,0,0
BRA,table tennis,22,0,168,52,0,0,0
CHN,aquatics,21,0,183,73,0,0,0
FRA,rugby sevens,25,0,175,64,0,0,0
GER,football,21,0,164,59,0,0,0
COL,weightlifting,26,0,159,58,0,0,0
LTU,rowing,29,0,184,70,0,0,0
CHN,football,24,0,188,67,0,0,0
SWE,equestrian,44,0,162,50,0,0,0
ISR,judo,28,0,173,70,0,0,0
ITA,aquatics,22,0,173,56,0,0,0
SUI,sailing,23,0,157,56,0,0,0
SUI,cycling,23,0,169,65,0,0,0
RSA,football,18,0,162,47,0,0,0
FIN,athletics,26,0,176,62,0,0,0
SWE,football,29,0,175,66,1,0,1
GER,athletics,30,0,176,79,0,0,0
NZL,cycling,31,0,165,58,0,0,0
BUL,badminton,29,0,169,58,0,0,0
INA,badminton,26,0,167,60,0,0,0
AUS,athletics,25,0,167,51,0,0,0
ZIM,football,24,0,176,59,0,0,0
RSA,athletics,23,1,178,66,0,0,0
CAN,rowing,34,0,165,59,1,0,1
USA,basketball,34,0,175,72,1,1,1
BLR,basketball,32,0,173,65,0,0,0
USA,football,22,0,175,76,0,0,0
DEN,badminton,22,0,175,65,0,0,0
KEN,rugby sevens,20,0,202,61,0,0,0
CHN,athletics,27,0,185,63,0,0,0
CHN,rowing,19,0,182,75,0,0,0
CHN,gymnastics,23,0,172,51,0,0,0
CHN,athletics,21,0,163,51,0,0,0
CHN,athletics,27,0,174,72,0,0,0
SWE,handball,24,0,180,79,0,0,0
SWE,canoe,22,0,178,69,0,0,0
SWE,handball,33,0,186,82,0,0,0
MEX,badminton,25,1,174,65,0,0,0
GER,hockey,29,1,186,83,1,0,1
CUB,rowing,32,1,190,70,0,0,0
GER,hockey,26,0,155,58,1,0,1
GER,cycling,28,0,168,63,0,0,0
NZL,canoe,27,0,168,63,1,1,2
SWE,football,29,0,173,68,1,0,1
AUS,sailing,24,0,168,65,1,0,1
AUT,gymnastics,23,0,157,55,0,0,0
SWE,sailing,28,0,165,60,0,0,0
GER,aquatics,23,0,183,69,0,0,0
GER,athletics,26,0,167,50,0,0,0
AUS,athletics,37,0,157,44,0,0,0
GER,cycling,20,0,170,62,0,0,0
GER,athletics,20,0,171,57,0,0,0
SWE,triathlon,31,0,176,60,0,0,0
CAN,rowing,26,0,178,76,0,0,0
GER,athletics,27,0,179,62,0,0,0
GER,rowing,25,0,173,76,1,1,1
GER,hockey,19,0,172,61,1,0,1
GER,archery,28,0,180,68,1,0,1
GER,football,28,0,171,67,0,0,0
AUT,aquatics,21,0,174,63,0,0,0
AUS,football,31,0,156,56,0,0,0
CUB,cycling,28,0,167,69,0,0,0
ARG,football,22,1,181,79,0,0,0
NED,athletics,23,0,175,65,0,0,0
DEN,rowing,29,0,179,71,0,0,0
CUB,athletics,22,0,168,58,0,0,0
SEY,athletics,23,0,172,55,0,0,0
ECU,wrestling,25,0,177,58,0,0,0
FIJ,rugby sevens,29,0,180,76,0,0,0
MAS,badminton,27,0,166,56,1,0,1
UKR,aquatics,24,1,186,86,0,0,0
UKR,cycling,28,0,162,65,0,0,0
RUS,sailing,27,0,180,70,0,0,0
UKR,tennis,24,0,176,65,0,0,0
CUB,wrestling,34,1,170,74,0,0,0
CUB,volleyball,22,1,200,96,0,0,0
ITA,rowing,30,1,183,72,0,0,0
CAN,basketball,32,0,185,75,0,0,0
CHN,sailing,28,0,174,71,0,0,0
IRL,athletics,36,0,165,51,0,0,0
MGL,judo,29,0,180,80,0,0,0
FRA,gymnastics,17,0,160,51,0,0,0
USA,athletics,25,1,176,72,0,0,0
USA,gymnastics,28,1,175,58,0,0,0
BRA,badminton,20,0,168,70,0,0,0
FRA,judo,25,1,177,81,0,0,0
BEL,hockey,24,1,181,78,1,0,1
NED,handball,23,0,178,72,0,0,0
ESP,athletics,35,1,187,120,0,0,0
GBR,aquatics,16,0,166,51,0,0,0
HKG,badminton,24,0,169,56,0,0,0
ESP,hockey,25,0,172,74,0,0,0
UKR,aquatics,24,0,169,52,0,0,0
JPN,rugby sevens,27,1,177,92,0,0,0
CHN,badminton,27,1,188,81,1,1,1
MEX,aquatics,21,1,190,85,0,0,0
CHN,table tennis,27,1,175,72,1,1,2
NED,volleyball,25,0,192,77,0,0,0
ROU,fencing,32,0,168,60,1,1,1
BRA,aquatics,25,0,160,51,0,0,0
POR,athletics,33,0,170,60,0,0,0
ITA,fencing,29,0,174,63,0,0,0
ISR,athletics,27,0,165,52,0,0,0
GBR,athletics,24,0,179,65,0,0,0
BRA,gymnastics,18,0,153,50,0,0,0
FRA,aquatics,24,1,186,76,0,0,0
JPN,rugby sevens,28,1,189,99,0,0,0
FIN,cycling,27,0,164,58,0,0,0
SWE,football,32,0,179,66,1,0,1
DEN,aquatics,28,0,183,75,0,0,0
BEL,cycling,20,0,171,66,0,0,0
BEL,aquatics,22,1,186,79,0,0,0
RSA,cycling,24,1,173,58,0,0,0
GBR,gymnastics,27,1,180,78,1,0,1
FRA,football,29,0,168,56,0,0,0
USA,sailing,24,0,166,56,0,0,0
GBR,canoe,28,0,172,70,0,0,0
AUS,volleyball,34,0,183,72,0,0,0
GBR,athletics,30,0,168,63,0,0,0
BEL,athletics,22,0,181,60,0,0,0
SWE,aquatics,19,0,187,72,0,0,0
SWE,handball,23,0,164,62,0,0,0
FRA,gymnastics,17,0,167,55,0,0,0
ESP,gymnastics,21,0,173,53,1,0,1
SWE,athletics,25,0,169,57,0,0,0
CHN,canoe,24,0,160,55,0,0,0
BRA,football,23,1,180,71,1,1,1
BRA,football,23,1,183,79,1,1,1
GEO,gymnastics,26,0,172,55,0,0,0
KSA,fencing,29,0,152,45,0,0,0
CZE,table tennis,28,1,193,82,0,0,0
FRA,handball,31,1,182,86,1,0,1
ITA,rowing,35,1,187,93,0,0,0
ITA,cycling,25,1,179,69,0,0,0
USA,aquatics,20,1,188,95,0,0,0
ITA,aquatics,26,1,192,80,0,0,0
ITA,aquatics,25,1,191,78,0,0,0
ITA,aquatics,30,1,187,82,0,0,0
ARG,hockey,22,1,186,82,1,1,1
ITA,aquatics,27,1,185,76,0,0,0
ITA,equestrian,30,1,174,69,0,0,0
ITA,volleyball,25,1,200,95,1,0,1
CAN,athletics,25,1,183,69,0,0,0
ARG,sailing,29,1,168,60,0,0,0
BRA,handball,27,1,185,88,0,0,0
BRA,athletics,23,1,175,51,0,0,0
FRA,archery,21,1,180,80,0,0,0
BRA,rugby sevens,32,1,170,84,0,0,0
GER,athletics,31,1,183,77,0,0,0
USA,shooting,21,1,181,79,0,0,0
BRA,hockey,21,1,172,62,0,0,0
ARG,hockey,33,1,177,74,1,1,1
ARG,football,22,1,169,73,0,0,0
ARG,hockey,31,1,188,88,1,1,1
BRA,volleyball,30,1,209,101,1,1,1
GER,rowing,21,1,187,70,0,0,0
SUI,rowing,26,1,183,75,1,1,1
ARG,hockey,29,1,172,75,1,1,1
ARG,sailing,23,0,171,64,0,0,0
ARG,volleyball,25,0,195,92,0,0,0
ARG,handball,29,0,178,71,0,0,0
SVK,athletics,32,0,172,58,0,0,0
ESP,hockey,19,0,163,51,0,0,0
BIH,athletics,35,0,166,48,0,0,0
ARG,rowing,30,0,173,59,0,0,0
BRA,football,29,0,171,74,0,0,0
POR,equestrian,45,0,175,55,0,0,0
ARG,handball,26,0,170,68,0,0,0
ARG,handball,26,0,169,65,0,0,0
BRA,aquatics,28,0,169,64,0,0,0
ARG,triathlon,27,1,176,63,0,0,0
ARG,volleyball,28,1,191,98,0,0,0
CZE,tennis,31,0,178,70,1,0,1
CZE,tennis,29,0,177,67,1,0,1
CZE,aquatics,18,0,175,60,0,0,0
SUI,sailing,26,1,184,82,0,0,0
AUS,canoe,27,1,177,70,0,0,0
CRO,taekwondo,29,0,170,52,0,0,0
ESP,basketball,33,0,196,93,1,0,1
ITA,archery,19,0,162,82,0,0,0
ARG,hockey,19,0,160,57,0,0,0
USA,equestrian,23,0,166,55,1,0,1
NZL,athletics,27,0,168,53,0,0,0
AUS,rowing,24,0,174,67,0,0,0
GER,equestrian,52,1,190,85,1,0,1
SUI,judo,31,1,168,60,0,0,0
FRA,handball,20,1,198,100,1,0,1
FRA,equestrian,47,1,195,88,0,0,0
ITA,gymnastics,22,1,165,57,0,0,0
FRA,athletics,21,1,180,67,0,0,0
AUT,judo,34,1,170,60,0,0,0
SWE,equestrian,25,1,184,72,0,0,0
DOM,athletics,22,1,163,55,0,0,0
ITA,shooting,36,1,170,79,0,0,0
VAN,rowing,24,1,187,80,0,0,0
VEN,wrestling,25,1,181,97,0,0,0
DOM,weightlifting,21,1,148,56,0,0,0
VEN,athletics,27,1,160,50,0,0,0
ARG,athletics,28,1,172,57,0,0,0
GER,cycling,23,1,176,82,0,0,0
DOM,athletics,17,1,183,65,0,0,0
CUB,aquatics,17,1,179,69,0,0,0
MEX,cycling,24,1,173,61,0,0,0
COL,athletics,37,1,166,60,0,0,0
PER,athletics,20,1,166,61,0,0,0
COL,football,22,1,186,81,0,0,0
COL,weightlifting,21,1,165,69,1,0,1
PUR,athletics,25,1,198,73,0,0,0
HON,football,22,1,183,84,0,0,0
GUA,aquatics,20,1,182,74,0,0,0
PER,athletics,23,1,160,50,0,0,0
ARG,basketball,36,1,204,108,0,0,0
COL,football,20,1,187,76,0,0,0
BRA,aquatics,20,0,166,54,0,0,0
COK,weightlifting,23,0,165,100,0,0,0
GER,wrestling,20,0,165,63,0,0,0
ANG,handball,34,0,180,62,0,0,0
FIJ,rugby sevens,24,0,175,63,0,0,0
ITA,aquatics,22,0,173,67,0,0,0
GER,judo,26,0,177,78,0,0,0
DOM,taekwondo,22,1,183,57,1,0,1
BRA,athletics,29,1,190,86,0,0,0
BRA,aquatics,20,1,174,69,0,0,0
BRA,volleyball,32,1,196,89,1,1,1
BRA,aquatics,24,1,181,82,0,0,0
BRA,rugby sevens,26,0,165,64,0,0,0
BRA,aquatics,33,0,182,79,0,0,0
UZB,gymnastics,20,0,166,53,0,0,0
ALB,athletics,27,0,159,45,0,0,0
KAZ,archery,22,0,162,42,0,0,0
BRA,equestrian,24,0,168,58,0,0,0
CRO,basketball,24,1,202,94,0,0,0
SLO,canoe,25,1,173,72,0,0,0
CRO,aquatics,22,1,195,90,1,0,1
CRO,handball,23,1,182,90,0,0,0
SLO,athletics,20,1,192,83,0,0,0
FRA,handball,28,1,202,108,1,0,1
CRO,aquatics,29,1,195,106,1,0,1
CRO,sailing,29,1,190,78,0,0,0
CRO,handball,25,1,202,98,0,0,0
GER,gymnastics,23,1,172,64,0,0,0
DEN,football,23,1,187,81,0,0,0
CZE,athletics,24,1,178,65,0,0,0
CZE,rowing,20,1,189,89,0,0,0
GER,football,20,1,189,84,1,0,1
CZE,judo,25,1,197,105,1,1,1
CZE,athletics,35,1,186,110,0,0,0
SWE,handball,19,1,194,97,0,0,0
CZE,tennis,31,1,195,82,0,0,0
CZE,canoe,27,1,187,90,1,0,1
AUT,athletics,24,1,196,136,0,0,0
SUI,canoe,25,1,175,72,0,0,0
POL,handball,28,1,194,104,0,0,0
POL,athletics,26,1,190,95,0,0,0
POL,athletics,27,1,184,75,0,0,0
POL,tennis,34,1,191,90,0,0,0
POL,athletics,27,1,194,76,0,0,0
POL,sailing,27,1,178,73,0,0,0
GBR,athletics,28,1,187,81,0,0,0
AUS,athletics,21,1,183,70,0,0,0
GBR,sailing,30,1,167,59,0,0,0
CAN,sailing,28,1,173,68,0,0,0
KOS,aquatics,26,1,194,88,0,0,0
CHN,wrestling,25,1,170,67,0,0,0
RSA,athletics,37,1,162,53,0,0,0
ANG,handball,32,0,170,63,0,0,0
RSA,athletics,34,1,172,50,0,0,0
GBR,taekwondo,25,1,191,80,1,0,1
BRA,athletics,27,1,184,77,0,0,0
NZL,canoe,27,0,172,68,1,0,1
VIE,rowing,25,0,172,60,0,0,0
KEN,athletics,27,0,157,45,0,0,0
NZL,golf,19,1,167,65,1,0,1
USA,shooting,19,0,163,69,0,0,0
AUS,football,28,0,175,65,0,0,0
ALG,judo,33,1,185,100,0,0,0
CAN,shooting,35,0,157,51,0,0,0
PUR,volleyball,28,0,188,74,0,0,0
AUS,equestrian,36,0,176,61,0,0,0
ZIM,football,27,0,161,56,0,0,0
RSA,athletics,25,0,169,60,0,0,0
USA,equestrian,33,0,171,56,0,0,0
GBR,athletics,26,0,174,58,0,0,0
BUL,gymnastics,20,0,177,56,1,0,1
RUS,fencing,33,0,177,64,1,0,1
FRA,taekwondo,33,1,193,84,0,0,0
NED,rowing,32,0,173,59,1,1,1
NED,aquatics,20,1,184,79,0,0,0
NED,hockey,30,0,176,66,1,0,1
ISR,sailing,28,0,167,57,0,0,0
ESP,handball,31,0,170,67,0,0,0
ARG,handball,22,0,174,73,0,0,0
ARG,handball,19,0,165,64,0,0,0
TTO,athletics,20,1,183,70,0,0,0
POL,cycling,31,1,186,78,0,0,0
POL,canoe,23,1,176,73,0,0,0
POL,judo,29,1,200,130,0,0,0
CAN,aquatics,22,1,185,79,0,0,0
AUS,aquatics,20,1,190,88,1,1,1
AUS,football,22,0,179,70,0,0,0
USA,archery,21,0,177,74,0,0,0
MEX,athletics,36,0,158,46,0,0,0
ROU,rowing,23,0,186,75,1,0,1
LAT,athletics,29,0,184,76,0,0,0
GBR,hockey,27,0,168,62,1,1,1
AUS,aquatics,20,0,167,62,1,0,1
NED,volleyball,26,0,183,75,0,0,0
AUS,rowing,24,0,187,81,0,0,0
USA,aquatics,23,0,176,64,1,1,4
AUS,aquatics,21,0,179,66,1,0,2
AUS,athletics,29,0,174,53,0,0,0
USA,aquatics,18,0,181,65,1,1,1
NED,athletics,23,0,169,55,0,0,0
USA,rugby sevens,23,1,173,79,0,0,0
USA,tennis,21,0,178,68,0,0,0
USA,gymnastics,19,0,158,46,1,1,2
AUS,aquatics,22,0,179,61,1,1,2
AUS,hockey,30,0,165,60,0,0,0
DEN,handball,30,1,197,93,1,1,1
DEN,aquatics,27,1,191,81,0,0,0
SWE,equestrian,34,1,178,76,0,0,0
DEN,handball,24,1,188,106,1,1,1
DEN,rowing,34,1,183,75,0,0,0
GAB,aquatics,18,1,170,65,0,0,0
ECU,athletics,24,0,152,54,0,0,0
ANG,handball,25,0,172,54,0,0,0
POL,tennis,24,0,171,59,0,0,0
SWE,football,22,0,172,67,1,0,1
POL,rowing,29,0,173,70,1,1,1
ARG,canoe,27,0,160,60,0,0,0
AUT,rowing,26,0,180,71,0,0,0
TAN,aquatics,25,0,169,65,0,0,0
CUB,judo,21,1,176,73,0,0,0
USA,canoe,37,0,171,61,0,0,0
USA,athletics,22,0,173,77,0,0,0
USA,aquatics,23,0,173,74,1,1,1
EST,athletics,26,1,192,90,0,0,0
DEN,aquatics,21,1,194,94,0,0,0
UZB,wrestling,31,1,183,97,1,0,1
KGZ,wrestling,27,1,181,95,0,0,0
POL,wrestling,28,1,165,65,0,0,0
EGY,aquatics,18,0,172,61,0,0,0
EGY,aquatics,17,0,165,54,0,0,0
MAR,golf,28,0,168,67,0,0,0
GBR,taekwondo,26,1,196,100,0,0,0
JPN,table tennis,23,1,177,61,1,0,1
BRA,athletics,31,1,184,78,0,0,0
IRQ,football,21,1,170,60,0,0,0
IRI,taekwondo,25,1,192,87,0,0,0
IRI,volleyball,30,1,172,69,0,0,0
NZL,rowing,37,1,200,102,1,1,1
FRA,athletics,31,1,190,75,1,0,1
IRI,shooting,24,0,169,80,0,0,0
BRN,shooting,25,1,175,69,0,0,0
EGY,wrestling,24,1,165,75,0,0,0
EGY,handball,25,1,192,85,0,0,0
IRI,athletics,27,1,186,90,0,0,0
IRI,rowing,22,0,173,62,0,0,0
JPN,athletics,32,0,156,41,0,0,0
JPN,gymnastics,20,0,146,48,0,0,0
JPN,aquatics,27,0,163,50,1,0,1
JPN,volleyball,33,0,176,62,0,0,0
ESP,canoe,33,0,161,55,1,1,1
ESP,aquatics,25,0,188,90,0,0,0
EST,athletics,23,1,188,84,0,0,0
ITA,aquatics,28,1,172,68,0,0,0
BRA,taekwondo,23,1,190,90,1,0,1
BRA,handball,35,1,180,88,0,0,0
NED,equestrian,28,1,170,60,0,0,0
BRA,athletics,35,0,167,67,0,0,0
SEN,basketball,25,0,198,90,0,0,0
IND,shooting,40,1,181,82,0,0,0
BRU,athletics,17,0,147,50,0,0,0
SLO,athletics,26,0,168,65,0,0,0
SUI,athletics,36,0,168,53,0,0,0
SRB,volleyball,31,0,183,67,1,0,1
SUI,sailing,23,0,172,66,0,0,0
POL,cycling,32,0,170,54,1,0,1
SYR,athletics,29,1,204,72,0,0,0
MNE,handball,26,0,170,67,0,0,0
KOS,judo,25,0,162,52,1,1,1
USA,rugby sevens,24,1,188,92,0,0,0
USA,aquatics,19,0,186,74,1,1,1
JPN,hockey,27,0,158,56,0,0,0
JPN,basketball,26,0,183,78,0,0,0
JPN,rugby sevens,25,0,170,68,0,0,0
JPN,sailing,32,1,181,73,0,0,0
GUI,athletics,21,0,175,71,0,0,0
TUN,handball,35,1,188,98,0,0,0
MNE,aquatics,20,1,186,80,0,0,0
ARM,wrestling,28,1,177,86,0,0,0
BLR,athletics,23,1,193,82,0,0,0
RUS,sailing,38,1,186,73,0,0,0
AZE,cycling,30,1,189,75,0,0,0
UKR,aquatics,20,1,176,71,0,0,0
UKR,fencing,34,1,186,85,0,0,0
UKR,gymnastics,24,1,172,63,0,0,0
GER,athletics,22,0,170,55,0,0,0
TUN,tennis,32,1,185,82,0,0,0
POL,sailing,28,0,164,54,0,0,0
POL,athletics,23,0,168,57,0,0,0
POL,fencing,28,0,170,60,0,0,0
POL,cycling,26,0,176,70,0,0,0
POL,cycling,32,0,169,57,0,0,0
MAR,athletics,28,0,160,49,0,0,0
SWE,equestrian,41,0,172,52,0,0,0
SWE,wrestling,28,0,169,63,0,0,0
ROU,fencing,19,0,176,66,0,0,0
USA,football,18,0,162,54,0,0,0
GER,rowing,23,1,194,93,1,0,1
GUI,judo,22,0,176,63,0,0,0
MLI,athletics,31,1,180,70,0,0,0
FRA,athletics,29,1,189,79,0,0,0
EGY,volleyball,27,1,206,90,0,0,0
EGY,handball,28,1,189,80,0,0,0
SEN,basketball,31,0,185,82,0,0,0
FRA,athletics,26,1,184,70,0,0,0
KAZ,wrestling,24,1,171,97,0,0,0
RSA,football,28,0,159,53,0,0,0
JPN,judo,21,0,174,78,0,0,0
AZE,judo,23,1,188,90,0,0,0
FRA,athletics,28,1,186,72,0,0,0
SYR,weightlifting,22,1,190,143,0,0,0
CHN,rowing,20,1,188,70,0,0,0
HKG,fencing,22,0,178,66,0,0,0
CHN,football,20,0,186,73,0,0,0
JPN,sailing,22,0,167,64,0,0,0
IND,shooting,39,1,192,90,0,0,0
MGL,wrestling,30,1,165,65,0,0,0
GER,football,27,0,164,55,1,1,1
NED,sailing,29,0,170,61,0,0,0
POR,football,22,1,172,80,0,0,0
ESP,hockey,26,1,184,78,0,0,0
ITA,canoe,25,1,180,89,0,0,0
SRI,shooting,35,1,162,60,0,0,0
DEN,football,23,1,170,68,0,0,0
IND,table tennis,21,0,179,63,0,0,0
ITA,aquatics,28,0,163,57,0,0,0
IND,athletics,25,1,174,65,0,0,0
FRA,rugby sevens,31,1,183,92,0,0,0
FRA,fencing,20,0,165,55,0,0,0
FRA,canoe,22,0,169,62,0,0,0
FRA,handball,24,0,168,69,1,0,1
FRA,cycling,25,0,172,64,0,0,0
IND,athletics,26,0,170,89,0,0,0
IND,hockey,24,1,172,69,0,0,0
CHN,athletics,18,0,162,52,0,0,0
CUB,gymnastics,20,1,160,63,0,0,0
LTU,basketball,29,1,194,90,0,0,0
IND,badminton,23,1,172,73,0,0,0
ARG,basketball,39,1,198,91,0,0,0
VEN,wrestling,29,1,176,66,0,0,0
ARG,hockey,30,1,179,79,1,1,1
COL,athletics,22,1,170,62,0,0,0
ESP,equestrian,41,1,178,67,0,0,0
GER,cycling,34,1,173,68,0,0,0
PUR,triathlon,32,1,168,56,0,0,0
MEX,football,22,1,188,85,0,0,0
ANG,sailing,28,1,182,73,0,0,0
GUA,cycling,32,1,171,67,0,0,0
CRO,handball,27,1,182,82,0,0,0
BRA,equestrian,22,1,182,78,0,0,0
ARG,handball,24,0,177,73,0,0,0
BEL,athletics,28,0,157,42,0,0,0
FIJ,weightlifting,26,1,151,56,0,0,0
BRA,aquatics,27,0,163,57,0,0,0
ISR,athletics,25,0,148,44,0,0,0
COM,athletics,26,1,177,60,0,0,0
USA,cycling,30,0,163,52,0,0,0
ESP,tennis,34,1,174,70,1,1,1
ESP,aquatics,31,1,185,94,0,0,0
RSA,athletics,33,1,189,77,0,0,0
GER,judo,25,1,180,94,0,0,0
ESP,aquatics,28,1,188,92,0,0,0
ESP,hockey,29,1,170,64,0,0,0
ESP,aquatics,23,1,188,75,0,0,0
GER,badminton,32,1,181,75,0,0,0
FRA,aquatics,20,1,183,64,1,0,1
GER,rowing,39,1,196,101,0,0,0
SVK,athletics,29,1,177,106,0,0,0
GER,gymnastics,28,1,162,55,0,0,0
SUI,equestrian,50,0,175,54,0,0,0
CRO,aquatics,19,0,158,55,0,0,0
BRA,basketball,33,1,191,90,0,0,0
ITA,rowing,32,1,183,72,0,0,0
PAR,table tennis,23,1,174,66,0,0,0
BRA,aquatics,25,1,190,86,0,0,0
HON,football,23,1,175,78,0,0,0
BRA,tennis,32,1,200,87,0,0,0
HON,football,21,1,181,70,0,0,0
CUB,gymnastics,17,0,143,41,0,0,0
POL,rowing,32,1,194,96,0,0,0
POL,athletics,24,1,185,96,0,0,0
POL,athletics,29,1,179,64,0,0,0
POL,tennis,35,1,185,90,0,0,0
POL,canoe,32,1,182,80,0,0,0
POL,aquatics,20,1,187,79,0,0,0
BRA,equestrian,37,1,172,73,0,0,0
BRA,equestrian,41,1,186,80,0,0,0
BRA,athletics,22,1,180,68,0,0,0
BOL,athletics,22,1,180,66,0,0,0
ITA,cycling,31,1,172,68,0,0,0
ITA,aquatics,27,1,184,70,0,0,0
MEX,football,22,1,182,68,0,0,0
ITA,rowing,24,1,184,87,1,0,1
ITA,fencing,22,1,180,74,1,0,1
ITA,archery,33,1,178,98,0,0,0
BRA,sailing,27,1,181,82,0,0,0
CHI,volleyball,27,1,196,92,0,0,0
ITA,shooting,37,1,178,97,1,0,1
GER,aquatics,26,1,185,83,0,0,0
ITA,athletics,38,1,177,116,0,0,0
ITA,aquatics,25,1,189,89,0,0,0
ITA,athletics,35,1,188,70,0,0,0
ITA,shooting,39,1,180,85,0,0,0
ITA,aquatics,26,1,190,97,1,0,1
ARG,basketball,24,1,209,105,0,0,0
POR,table tennis,28,1,180,75,0,0,0
BRA,aquatics,25,1,189,85,0,0,0
MEX,table tennis,29,1,180,68,0,0,0
BRA,hockey,23,1,173,69,0,0,0
ESP,rugby sevens,28,1,182,86,0,0,0
MEX,canoe,20,1,179,74,0,0,0
NZL,hockey,25,1,182,81,0,0,0
BRA,archery,18,1,183,90,0,0,0
NZL,tennis,26,1,190,76,0,0,0
GBR,badminton,26,1,175,80,1,0,1
AUS,golf,38,1,183,89,0,0,0
GER,canoe,26,1,182,85,1,1,2
GBR,fencing,26,1,183,78,0,0,0
SWE,judo,25,1,189,90,0,0,0
SWE,shooting,26,1,176,68,1,0,1
BRA,basketball,32,1,206,104,0,0,0
ESP,canoe,21,1,184,82,1,1,1
GBR,rugby sevens,25,1,177,88,1,0,1
ETH,athletics,26,0,156,45,1,0,1
GER,judo,32,0,161,54,0,0,0
GER,rowing,26,0,174,73,0,0,0
CZE,canoe,24,1,186,74,0,0,0
LAT,athletics,29,1,190,85,0,0,0
PHI,athletics,35,0,157,54,0,0,0
NED,volleyball,27,0,180,68,0,0,0
GBR,athletics,31,0,174,68,0,0,0
NGR,athletics,22,0,171,63,0,0,0
MEX,athletics,30,0,150,44,0,0,0
RUS,gymnastics,20,0,170,50,1,1,1
KAZ,athletics,30,0,165,50,0,0,0
KAZ,weightlifting,24,0,150,48,0,0,0
FRA,aquatics,23,0,172,61,0,0,0
FRA,aquatics,23,0,173,58,0,0,0
USA,modern pentathlon,24,0,178,60,0,0,0
ITA,athletics,29,0,160,45,0,0,0
ITA,aquatics,20,0,180,65,0,0,0
HUN,triathlon,30,0,178,58,0,0,0
NED,hockey,26,0,172,63,1,0,1
SSD,athletics,18,0,160,55,0,0,0
BLR,canoe,24,0,181,67,1,0,1
NED,judo,30,0,172,78,0,0,0
RSA,triathlon,29,0,171,60,0,0,0
ECU,weightlifting,36,0,161,57,0,0,0
CPV,taekwondo,23,0,169,49,0,0,0
POL,athletics,20,0,174,77,0,0,0
ARG,hockey,32,0,171,58,0,0,0
ARG,fencing,31,0,180,68,0,0,0
GRE,athletics,25,0,175,64,0,0,0
ESP,judo,28,0,170,70,0,0,0
CAN,athletics,23,0,165,53,0,0,0
RUS,aquatics,19,0,184,95,1,0,1
ARG,sailing,26,0,170,68,0,0,0
BRA,aquatics,23,0,160,54,0,0,0
COL,rugby sevens,21,0,154,54,0,0,0
ARG,hockey,25,0,158,48,0,0,0
ESP,rugby sevens,30,0,167,63,0,0,0
BRA,aquatics,17,0,167,55,0,0,0
SVK,athletics,27,0,166,56,0,0,0
RUS,table tennis,29,0,176,62,0,0,0
BRA,aquatics,21,0,167,56,0,0,0
ECU,athletics,41,0,162,54,0,0,0
ITA,aquatics,31,0,159,55,0,0,0
ITA,athletics,30,0,164,55,0,0,0
HUN,sailing,18,0,175,67,0,0,0
PAN,aquatics,18,0,163,130,0,0,0
CHI,weightlifting,24,0,161,75,0,0,0
ARG,cycling,35,0,160,53,0,0,0
SVK,athletics,35,0,161,50,0,0,0
ARG,hockey,21,0,158,58,0,0,0
MEX,athletics,27,0,162,47,1,0,1
MEX,athletics,21,0,165,48,0,0,0
VEN,wrestling,24,0,172,69,0,0,0
BLR,gymnastics,19,0,174,51,0,0,0
GER,aquatics,26,0,158,52,0,0,0
POR,athletics,30,0,165,55,0,0,0
ESP,hockey,26,0,170,62,0,0,0
ESP,hockey,32,0,164,56,0,0,0
USA,athletics,30,0,166,49,0,0,0
ARG,hockey,31,0,171,68,0,0,0
INA,athletics,25,0,165,56,0,0,0
ARG,hockey,19,0,162,50,0,0,0
RUS,gymnastics,21,0,161,48,1,0,2
ARG,athletics,38,0,167,49,0,0,0
PUR,judo,27,0,167,69,0,0,0
BRA,judo,28,0,158,70,0,0,0
GRE,wrestling,24,0,163,57,0,0,0
ESP,rugby sevens,30,0,172,76,0,0,0
EST,aquatics,19,0,169,65,0,0,0
ESP,hockey,26,0,169,73,0,0,0
GER,wrestling,24,0,175,79,0,0,0
POL,rowing,25,0,174,69,1,0,1
BRA,judo,27,0,175,110,0,0,0
ARG,sailing,22,0,169,63,0,0,0
RUS,gymnastics,18,0,176,53,1,1,1
SUI,aquatics,27,0,173,65,0,0,0
UKR,badminton,24,0,178,65,0,0,0
RUS,golf,30,0,174,64,0,0,0
NED,hockey,22,0,164,58,1,0,1
ESP,aquatics,20,0,168,64,0,0,0
